,mic_0,mic_1,mic_2,mic_3,mic_4,mic_5,mic_6,output_angle
27143,2,2,2,2,2,1,2,30
27144,2,2,2,1,1,1,3,30
27145,3,3,2,2,1,1,2,30
27146,2,3,3,2,2,1,2,30
27147,2,3,2,2,2,1,3,30
27148,2,3,3,2,2,2,4,30
27149,2,3,3,2,2,1,2,30
27150,3,4,3,2,3,2,3,30
27151,3,4,3,2,3,2,3,30
27152,4,4,3,4,2,3,3,30
27153,4,3,3,3,3,3,4,30
27154,3,3,4,2,2,2,4,30
27155,4,3,3,3,3,3,4,30
27156,2,3,3,3,1,3,3,30
27157,3,3,2,2,2,2,3,30
27158,3,3,3,3,2,2,3,30
27159,2,3,2,2,2,2,3,30
27160,2,3,2,2,1,3,3,30
27161,3,4,1,3,2,2,3,30
27162,2,3,2,2,2,2,2,30
27163,2,3,1,2,1,2,4,30
27164,1,3,1,2,1,0,4,30
27165,0,1,1,2,0,0,2,30
27166,1,2,1,1,0,0,1,30
27167,1,2,0,1,0,0,1,30
27168,1,1,0,1,-1,0,1,30
27169,0,1,1,2,0,1,0,30
27170,0,2,1,1,0,0,2,30
27171,0,1,1,1,-1,0,1,30
27172,1,2,0,1,1,0,1,30
27173,0,1,1,1,0,-1,1,30
27174,1,2,1,1,0,0,1,30
27175,1,1,0,1,0,-1,0,30
27176,-1,0,0,0,0,0,1,30
27177,-1,0,0,1,0,-1,0,30
27178,0,-1,-1,1,0,0,0,30
27179,-1,0,0,0,0,-1,-1,30
27180,-2,1,-1,-1,-1,-1,-1,30
27181,-1,0,-2,-1,-1,-2,0,30
27182,-1,0,-3,-2,-2,-1,-1,30
27183,-3,-2,-3,-2,-1,-1,-1,30
27184,-3,-1,-3,-1,-2,-2,-1,30
27185,-3,-1,-2,-2,-2,-2,-1,30
27186,-3,-2,-3,-2,-3,-2,-1,30
27187,-3,-2,-3,-3,-4,-2,-3,30
27188,-3,-2,-3,-1,-3,-3,-3,30
27189,-2,-2,-3,-1,-4,-4,-3,30
27190,-3,-3,-3,-2,-3,-4,-3,30
27191,-2,-3,-3,-2,-4,-3,-3,30
27192,-4,-3,-2,-3,-4,-4,-4,30
27193,-3,-3,-3,-3,-4,-4,-4,30
27194,-3,-3,-2,-2,-4,-4,-4,30
27195,-3,-3,-2,-1,-4,-3,-3,30
27196,-3,-3,-2,-2,-4,-3,-4,30
27197,-4,-3,-4,-3,-4,-3,-4,30
27198,-4,-4,-3,-3,-4,-3,-3,30
27199,-5,-3,-4,-3,-4,-4,-4,30
27200,-4,-3,-4,-3,-5,-3,-4,30
27201,-5,-3,-4,-2,-3,-4,-3,30
27202,-4,-3,-5,-3,-3,-4,-3,30
27203,-3,-3,-4,-3,-4,-4,-4,30
27204,-4,-4,-3,-3,-4,-3,-4,30
27205,-4,-4,-5,-4,-6,-4,-4,30
27206,-4,-4,-4,-4,-4,-4,-5,30
27207,-5,-4,-5,-3,-5,-4,-4,30
27208,-5,-4,-4,-3,-4,-4,-5,30
27209,-4,-4,-4,-4,-4,-3,-4,30
27210,-4,-4,-5,-3,-4,-3,-4,30
27211,-4,-4,-5,-3,-4,-3,-4,30
27212,-5,-4,-4,-3,-4,-3,-4,30
27213,-4,-4,-4,-4,-3,-3,-4,30
27214,-3,-3,-2,-2,-4,-4,-3,30
27215,-4,-3,-4,-2,-5,-3,-3,30
27216,-4,-4,-3,-3,-3,-4,-2,30
27217,-4,-3,-3,-3,-4,-3,-3,30
27218,-4,-3,-4,-4,-4,-3,-4,30
27219,-4,-3,-3,-3,-4,-4,-3,30
27220,-3,-4,-4,-4,-4,-3,-4,30
27221,-4,-3,-3,-3,-4,-3,-3,30
27222,-4,-3,-4,-3,-4,-3,-4,30
27223,-4,-3,-4,-2,-3,-3,-3,30
27224,-3,-3,-4,-3,-4,-3,-4,30
27225,-4,-4,-3,-3,-4,-2,-3,30
27226,-3,-3,-3,-2,-4,-3,-3,30
27227,-4,-4,-3,-3,-4,-3,-4,30
27228,-4,-4,-3,-3,-4,-4,-4,30
27229,-4,-5,-4,-3,-4,-3,-3,30
27230,-4,-4,-4,-3,-5,-4,-3,30
27231,-4,-4,-4,-3,-4,-3,-4,30
27232,-4,-4,-4,-3,-5,-3,-4,30
27233,-4,-5,-5,-4,-4,-3,-3,30
27234,-4,-4,-4,-3,-4,-3,-4,30
27235,-4,-4,-5,-3,-5,-3,-4,30
27236,-4,-4,-4,-4,-4,-4,-4,30
27237,-3,-5,-4,-4,-3,-4,-4,30
27238,-3,-4,-5,-3,-4,-4,-5,30
27239,-5,-5,-5,-4,-4,-4,-4,30
27240,-4,-5,-4,-4,-5,-4,-5,30
27241,-4,-4,-4,-4,-4,-5,-5,30
27242,-3,-4,-3,-4,-4,-3,-4,30
27243,-4,-3,-4,-3,-4,-4,-5,30
27244,-3,-4,-5,-3,-4,-4,-5,30
27245,-3,-4,-4,-3,-4,-3,-5,30
27246,-4,-4,-4,-2,-4,-3,-4,30
27247,-3,-3,-3,-3,-3,-3,-4,30
27248,-4,-5,-4,-3,-3,-4,-5,30
27249,-4,-5,-4,-3,-3,-4,-3,30
27250,-3,-4,-4,-3,-4,-3,-4,30
27251,-3,-4,-3,-3,-3,-4,-3,30
27252,-4,-4,-3,-3,-2,-4,-4,30
27253,-4,-3,-4,-4,-2,-3,-3,30
27254,-5,-4,-4,-3,-3,-4,-3,30
27255,-4,-3,-4,-3,-4,-3,-3,30
27256,-3,-3,-4,-4,-5,-3,-3,30
27257,-4,-4,-4,-4,-3,-3,-3,30
27258,-4,-3,-4,-5,-4,-4,-4,30
27259,-5,-3,-5,-5,-4,-3,-3,30
27260,-4,-3,-5,-4,-4,-4,-4,30
27261,-4,-3,-5,-4,-3,-4,-3,30
27262,-4,-3,-4,-4,-4,-4,-3,30
27263,-3,-4,-5,-4,-4,-3,-3,30
27264,-4,-4,-3,-4,-3,-3,-3,30
27265,-3,-4,-4,-4,-4,-3,-3,30
27266,-4,-3,-4,-4,-5,-3,-2,30
27267,-3,-2,-3,-4,-3,-3,-3,30
27268,-3,-3,-4,-4,-4,-3,-3,30
27269,-4,-3,-4,-4,-4,-3,-3,30
27270,-5,-3,-3,-4,-4,-3,-3,30
27271,-5,-3,-3,-4,-4,-2,-2,30
27272,-4,-3,-4,-4,-3,-2,-3,30
27273,-2,-3,-4,-4,-3,-3,-3,30
27274,-2,-2,-4,-3,-2,-2,-1,30
27275,-4,-3,-2,-3,-3,-3,-2,30
27276,-4,-1,-3,-3,-3,-2,-2,30
27277,-3,-2,-2,-2,-3,-3,-2,30
27278,-3,-1,-2,-2,-4,-3,-3,30
27279,-3,-3,-3,-4,-4,-2,-3,30
27280,-3,-2,-2,-3,-3,-3,-2,30
27281,-3,-1,-3,-2,-3,-3,-3,30
27282,-2,-2,-3,-2,-3,-2,-2,30
27283,-3,-3,-3,-3,-2,-2,-2,30
27284,-2,0,-3,-2,-3,-1,-2,30
27285,-3,-2,-2,-3,-1,-2,-2,30
27286,-2,-1,-2,-3,-2,-2,-2,30
27287,-2,-2,-2,-2,-2,-1,-2,30
27288,-3,-2,-2,-3,-2,-2,-2,30
27289,-2,-2,-3,-2,-2,-2,-2,30
27290,-3,-2,-2,-2,-2,-2,-1,30
27291,-1,-2,-3,-2,-2,-1,-2,30
27292,-1,-2,-2,-3,-4,-2,-2,30
27293,-3,-1,-2,-3,-2,-2,-2,30
27294,-3,-3,-3,-3,-3,-2,-3,30
27295,-3,-2,-3,-4,-3,-2,-2,30
27296,-3,-2,-3,-4,-3,-2,-3,30
27297,-3,-3,-3,-3,-3,-3,-3,30
27298,-3,-3,-2,-3,-3,-2,-2,30
27299,-3,-3,-3,-3,-3,-2,-3,30
27300,-2,-2,-3,-3,-3,-3,-3,30
27301,-2,-2,-3,-3,-3,-2,-3,30
27302,-3,-2,-2,-3,-2,-2,-1,30
27303,-2,-2,-2,-3,-2,-2,-3,30
27304,-3,-2,-3,-3,-2,-2,-2,30
27305,-3,-2,-2,-3,-2,-1,-2,30
27306,-2,-2,-2,-2,-1,-2,-3,30
27307,-2,-2,-2,-2,0,-2,-2,30
27308,-2,-1,-2,-2,-1,-1,-1,30
27309,-2,-1,-2,-2,-1,-1,0,30
27310,-1,-1,-2,-2,0,-1,0,30
27311,-2,0,-1,-1,-1,0,0,30
27312,-1,0,-1,-2,-1,-1,-1,30
27313,-1,-1,-1,-2,-1,-1,-1,30
27314,-1,-1,-1,-2,-1,-1,-1,30
27315,-1,-1,0,-1,-1,0,-1,30
27316,-1,-1,0,0,0,0,0,30
27317,0,1,-1,-1,0,-1,0,30
27318,-1,0,0,0,0,-1,0,30
27319,0,-1,0,-1,0,-1,-1,30
27320,-1,-1,0,-1,0,0,0,30
27321,-1,-1,0,0,0,0,0,30
27322,-1,0,0,0,1,0,0,30
27323,-1,0,0,-1,1,0,1,30
27324,0,0,-1,-1,0,0,0,30
27325,1,0,0,-1,0,0,1,30
27326,-1,0,1,-1,1,0,1,30
27327,0,1,-1,0,1,0,1,30
27328,0,1,0,0,1,0,2,30
27329,0,1,0,0,1,1,1,30
27330,1,2,1,1,1,1,2,30
27331,1,0,2,1,1,1,1,30
27332,0,1,1,1,1,1,1,30
27333,1,2,1,1,1,1,1,30
27334,1,1,1,1,2,0,0,30
27335,0,1,2,2,1,1,2,30
27336,1,1,1,1,2,1,1,30
27337,1,2,1,0,1,0,0,30
27338,1,2,1,1,1,0,1,30
27339,1,2,1,1,2,1,2,30
27340,1,1,0,1,3,1,3,30
27341,1,2,1,0,3,1,2,30
27342,1,1,2,1,2,2,2,30
27343,2,1,1,0,2,2,2,30
27344,2,2,1,1,2,1,1,30
27345,0,2,0,1,3,2,1,30
27346,1,1,1,1,1,1,2,30
27347,1,1,1,2,3,2,1,30
27348,1,0,2,1,2,2,1,30
27349,2,1,1,2,2,1,1,30
27350,2,1,0,1,2,1,2,30
27351,2,2,1,1,1,1,2,30
27352,1,1,1,1,3,0,2,30
27353,2,2,1,0,2,1,2,30
27354,2,2,1,2,3,1,1,30
27355,2,1,2,2,3,2,2,30
27356,2,1,2,1,2,2,2,30
27357,2,2,1,2,2,2,2,30
27358,3,3,2,2,2,1,2,30
27359,2,2,2,2,3,2,2,30
27360,2,3,3,1,4,2,1,30
27361,2,2,2,2,3,2,2,30
27362,2,3,2,3,4,2,2,30
27363,2,3,2,2,4,3,2,30
27364,2,3,3,2,3,3,2,30
27365,3,3,2,3,4,2,2,30
27366,3,2,3,2,4,2,2,30
27367,3,3,3,2,4,2,2,30
27368,3,2,3,2,3,2,3,30
27369,2,2,2,1,4,2,1,30
27370,2,3,2,2,2,2,2,30
27371,2,4,2,2,4,2,2,30
27372,3,2,2,2,3,2,3,30
27373,3,3,2,2,3,2,3,30
27374,3,2,2,1,2,2,1,30
27375,3,1,2,2,2,3,2,30
27376,2,2,2,3,2,2,2,30
27377,4,3,3,2,3,3,3,30
27378,3,3,3,2,2,2,2,30
27379,3,2,2,3,4,2,2,30
27380,4,3,4,3,3,2,3,30
27381,3,2,3,3,3,2,3,30
27382,3,4,2,3,3,2,2,30
27383,4,2,3,1,4,2,2,30
27384,4,2,2,2,2,2,3,30
27385,3,3,2,2,2,3,2,30
27386,3,2,2,2,3,3,4,30
27387,3,2,1,2,1,3,3,30
27388,3,2,2,1,2,1,3,30
27389,3,2,2,2,2,2,2,30
27390,3,2,3,1,2,2,3,30
27391,3,2,1,2,2,2,2,30
27392,2,1,2,2,2,2,2,30
27393,2,1,2,1,3,2,2,30
27394,2,1,2,2,2,1,2,30
27395,2,1,1,1,1,0,2,30
27396,2,1,1,2,2,2,1,30
27397,2,1,1,1,1,2,2,30
27398,2,1,2,2,2,2,2,30
27399,2,2,2,1,1,1,2,30
27400,2,2,2,1,1,1,1,30
27401,3,1,2,2,2,1,2,30
27402,3,2,2,3,2,2,1,30
27403,2,2,2,4,2,1,3,30
27404,2,2,3,2,3,1,2,30
27405,3,1,2,3,2,2,2,30
27406,3,1,3,3,2,2,3,30
27407,3,2,3,3,3,2,2,30
27408,2,2,2,3,2,2,2,30
27409,2,2,3,3,1,3,2,30
27410,2,2,2,3,2,2,2,30
27411,2,3,3,2,1,2,3,30
27412,3,1,2,2,2,1,3,30
27413,2,2,3,1,2,1,2,30
27414,1,1,3,2,2,2,2,30
27415,2,2,2,2,1,2,2,30
27416,2,1,1,2,2,1,2,30
27417,2,2,2,2,2,1,3,30
27418,2,2,2,2,0,1,2,30
27419,2,1,1,2,2,1,2,30
27420,2,1,1,1,0,0,2,30
27421,1,1,1,1,1,1,2,30
27422,1,1,2,1,1,1,2,30
27423,0,1,2,1,0,0,0,30
27424,1,1,2,1,1,0,1,30
27425,1,1,1,1,1,1,2,30
27426,1,1,1,1,0,0,0,30
27427,0,0,1,1,1,0,1,30
27428,1,1,0,1,0,0,1,30
27429,1,1,1,1,1,1,1,30
27430,2,2,2,1,1,1,1,30
27431,3,2,2,2,0,1,2,30
27432,2,2,1,1,1,1,2,30
27433,2,1,1,2,1,0,1,30
27434,2,1,3,2,2,1,2,30
27435,2,2,1,1,1,1,1,30
27436,2,1,1,1,1,2,1,30
27437,3,1,1,1,1,2,1,30
27438,2,2,1,2,1,1,2,30
27439,2,2,1,1,0,0,2,30
27440,2,1,2,1,1,0,1,30
27441,2,1,1,1,-1,1,0,30
27442,1,1,1,1,0,1,0,30
27443,1,1,0,1,1,1,1,30
27444,2,1,0,2,1,2,1,30
27445,1,1,2,1,0,0,1,30
27446,1,1,1,1,0,2,0,30
27447,2,0,1,2,0,1,1,30
27448,2,1,1,2,0,1,1,30
27449,1,2,1,2,0,1,1,30
27450,2,1,2,1,0,1,2,30
27451,1,1,2,2,1,1,1,30
27452,2,1,1,2,0,1,1,30
27453,2,1,2,1,0,1,1,30
27454,1,2,1,1,-1,0,0,30
27455,1,0,1,1,0,1,0,30
27456,1,0,0,0,0,-1,-1,30
27457,0,-1,0,0,-2,0,-1,30
27458,-1,-1,1,0,-1,-1,-1,30
27459,-1,-1,0,0,-3,-1,-1,30
27460,0,-2,-1,-1,-1,-1,-1,30
27461,-1,-1,0,-1,-2,-1,-2,30
27462,-1,0,-1,-1,-2,-1,-1,30
27463,-1,-2,-1,-2,-2,-1,-2,30
27464,-2,-1,-2,0,-2,-1,-2,30
27465,-1,0,-1,0,-2,-1,-1,30
27466,-1,-2,-1,-1,-2,-2,-2,30
27467,-1,-2,-2,0,-1,-1,-2,30
27468,-1,-2,0,-1,-2,-2,-2,30
27469,0,-1,0,-1,-1,-1,-2,30
27470,0,-1,-1,-1,-2,-1,-1,30
27471,-1,-1,0,0,-1,-1,-1,30
27472,0,-2,-1,0,-2,0,-1,30
27473,-1,-1,0,-1,-1,-1,-1,30
27474,-1,0,0,1,-2,-1,-2,30
27475,-1,-2,0,0,-1,-1,-2,30
27476,-1,-1,0,0,0,0,-2,30
27477,-1,-1,-1,0,-1,-1,-2,30
27478,-1,-1,-1,0,-2,-1,-2,30
27479,-1,-2,0,-1,-1,-2,-2,30
27480,-2,-2,0,0,-2,-2,-2,30
27481,-1,-2,0,0,-1,-1,-1,30
27482,-1,-1,-1,0,-1,-1,-2,30
27483,-1,-1,0,-1,-1,-1,-3,30
27484,-1,0,-1,0,-2,0,-1,30
27485,-1,-1,1,-1,-1,-1,-2,30
27486,-1,-1,0,0,-1,0,-2,30
27487,-1,-3,-1,-1,-2,-2,-1,30
27488,-2,-1,0,-2,-2,-1,-1,30
27489,-2,-1,-1,0,-2,-1,-2,30
27490,-2,-2,-2,-1,-1,-1,-1,30
27491,-2,-2,-2,-1,-2,-1,-2,30
27492,-1,-2,-2,-1,-1,-2,-2,30
27493,-2,-1,-1,-1,-2,-1,-2,30
27494,-2,-3,-1,-1,-2,-2,-2,30
27495,-1,-2,-1,-1,-3,-2,-1,30
27496,-2,-2,-1,-2,-2,-1,-1,30
27497,-2,-2,-1,-1,-3,-1,-2,30
27498,-2,-2,-2,-2,-2,-1,-3,30
27499,-1,-2,-3,-1,-1,-1,-2,30
27500,-1,-2,-1,-1,-2,-1,-1,30
27501,-1,0,-1,-1,-2,-1,-2,30
27502,-1,-1,-1,-2,-1,-1,-2,30
27503,-1,0,-1,0,-1,-1,-2,30
27504,-1,-2,0,-1,-1,-1,-2,30
27505,-1,-1,-1,-1,-1,-1,-2,30
27506,-2,-1,-1,-1,-2,0,-3,30
27507,-1,-2,-1,-1,-1,0,-3,30
27508,-1,-1,-1,-1,-1,-2,-2,30
27509,-1,-1,0,-1,-1,-1,-3,30
27510,-2,-1,-1,0,-1,-1,-2,30
27511,-1,0,-1,-1,-2,-2,-2,30
27512,-2,-2,-2,-2,-2,-2,-3,30
27513,-1,-1,-1,-1,-2,-2,0,30
27514,-2,-1,-2,-1,-1,-2,-2,30
27515,-2,-1,-2,-1,-1,-1,-1,30
27516,-1,-1,-1,-2,-1,-1,-1,30
27517,-2,-1,-1,-1,-2,-1,-2,30
27518,-1,-2,-1,-2,-1,-1,-2,30
27519,-2,-2,-1,-2,-1,-1,-2,30
27520,-2,-2,-1,-1,-2,-1,-2,30
27521,-2,-2,-1,-2,-1,-2,-2,30
27522,-2,-3,-2,-2,-1,-1,-2,30
27523,-2,-3,-2,-2,-1,-2,-3,30
27524,-3,-2,-2,-2,-1,-2,-2,30
27525,-2,-1,-2,-2,-1,-3,-3,30
27526,-3,-2,-1,-3,-1,-2,-2,30
27527,-3,-3,-2,-2,-2,-3,-3,30
27528,-3,-3,-2,-3,-2,-2,-3,30
27529,-2,-3,-3,-2,-2,-1,-3,30
27530,-3,-2,-1,-2,-2,-2,-4,30
27531,-3,-2,-2,-3,-2,-2,-4,30
27532,-3,-2,-2,-3,-2,-3,-3,30
27533,-2,-2,-1,-2,-2,-2,-3,30
27534,-2,-1,-2,-2,-1,-2,-2,30
27535,-3,-2,-2,-2,-2,-2,-3,30
27536,-2,-2,-2,-2,-1,-3,-3,30
27537,-3,-3,-1,-2,-2,-3,-3,30
27538,-3,-2,-2,-3,-2,-2,-3,30
27539,-3,-2,-2,-3,-1,-3,-3,30
27540,-3,-2,-2,-4,-3,-2,-3,30
27541,-3,-3,-2,-4,-2,-4,-3,30
27542,-3,-3,-3,-4,-3,-2,-4,30
27543,-4,-3,-3,-4,-3,-3,-4,30
27544,-4,-3,-3,-3,-3,-4,-4,30
27545,-4,-3,-2,-4,-3,-3,-3,30
27546,-4,-3,-3,-4,-3,-3,-4,30
27547,-4,-3,-2,-4,-4,-3,-4,30
27548,-3,-3,-2,-3,-3,-3,-4,30
27549,-3,-4,-3,-4,-3,-3,-4,30
27550,-3,-2,-2,-3,-2,-3,-4,30
27551,-3,-3,-2,-3,-2,-4,-4,30
27552,-3,-3,-2,-4,-2,-5,-3,30
27553,-3,-2,-2,-3,-3,-3,-3,30
27554,-3,-3,-3,-4,-3,-3,-3,30
27555,-3,-3,-2,-4,-3,-3,-3,30
27556,-3,-3,-2,-4,-2,-4,-3,30
27557,-3,-2,-2,-3,-2,-3,-4,30
27558,-3,-2,-1,-3,-3,-2,-3,30
27559,-3,-2,-2,-3,-2,-3,-3,30
27560,-2,-3,-1,-4,-2,-3,-3,30
27561,-2,-2,-1,-4,-2,-3,-3,30
27562,-2,-2,0,-3,-2,-2,-3,30
27563,-3,-3,-1,-2,-1,-2,-3,30
27564,-3,-2,0,-2,-1,-2,-3,30
27565,-2,-3,-1,-2,-2,-2,-2,30
27566,-2,-1,-1,-2,-2,-2,-2,30
27567,-2,-2,0,-2,-1,-1,-2,30
27568,-1,-1,-2,-2,-1,-2,-2,30
27569,-2,-2,-1,-2,-2,-3,-2,30
27570,-2,-1,-1,-3,-1,-2,-3,30
27571,-2,-2,-2,-3,-2,-1,-3,30
27572,-2,-3,-2,-3,-2,-3,-3,30
27573,-2,-2,-2,-3,-3,-2,-2,30
27574,-2,-3,-2,-4,-3,-2,-3,30
27575,-3,-4,-2,-3,-3,-2,-4,30
27576,-3,-4,-3,-5,-3,-3,-4,30
27577,-3,-5,-3,-4,-3,-3,-4,30
27578,-4,-4,-3,-4,-3,-3,-5,30
27579,-3,-3,-3,-4,-4,-4,-5,30
27580,-3,-4,-4,-4,-3,-4,-4,30
27581,-4,-4,-4,-5,-3,-4,-4,30
27582,-3,-4,-3,-5,-4,-4,-5,30
27583,-4,-4,-3,-5,-5,-4,-4,30
27584,-4,-4,-3,-6,-4,-4,-4,30
27585,-3,-4,-3,-5,-3,-3,-3,30
27586,-4,-3,-3,-4,-4,-3,-4,30
27587,-2,-4,-3,-4,-3,-3,-3,30
27588,-2,-3,-2,-5,-3,-4,-3,30
27589,-2,-3,-3,-2,-3,-2,-3,30
27590,-2,-4,-2,-3,-2,-3,-3,30
27591,-2,-4,-2,-3,-3,-3,-4,30
27592,-2,-4,-2,-3,-2,-3,-4,30
27593,-3,-4,-2,-4,-3,-2,-3,30
27594,-2,-3,-2,-3,-3,-2,-3,30
27595,-2,-3,-3,-3,-3,-2,-3,30
27596,-3,-3,-1,-3,-2,-3,-2,30
27597,-2,-2,-2,-3,-2,-2,-3,30
27598,-2,-2,-3,-3,-2,-1,-2,30
27599,-1,-2,-2,-3,-3,-2,-2,30
27600,-1,-2,-1,-2,-1,-1,-2,30
27601,-1,-1,-1,-2,-1,0,-1,30
27602,0,-1,-1,-2,-2,0,-1,30
27603,-1,0,-1,-2,0,0,-1,30
27604,0,-1,-1,-2,0,0,-1,30
27605,0,0,0,-1,0,1,0,30
27606,0,0,0,-1,1,0,-1,30
27607,1,0,0,-1,1,1,0,30
27608,0,1,0,0,0,-1,-1,30
27609,1,0,0,-1,0,0,1,30
27610,1,-1,0,0,-1,0,0,30
27611,0,0,0,-2,0,1,-1,30
27612,1,-1,-1,-1,-1,-1,0,30
27613,0,0,0,0,-1,0,-1,30
27614,1,0,0,-1,1,-1,0,30
27615,0,-1,0,-2,-1,0,-1,30
27616,0,-1,-1,-1,0,-1,-2,30
27617,0,-1,-1,-1,-1,-1,-1,30
27618,0,-2,-1,-1,-2,-1,-2,30
27619,0,-1,0,-1,0,0,-2,30
27620,0,-2,0,-2,-2,-2,-1,30
27621,-1,-1,-1,-2,-1,-2,-2,30
27622,-1,0,-1,-3,-2,-1,-2,30
27623,-1,-1,-1,-2,-2,-2,-2,30
27624,-2,-1,-1,-2,-1,-1,-2,30
27625,-1,-1,-1,-3,-2,-1,-2,30
27626,-2,-1,-1,-2,-2,-1,-3,30
27627,-1,-1,-1,-2,-1,-2,-2,30
27628,-1,-1,-1,-2,-1,-1,-1,30
27629,-2,-1,-1,-1,0,-1,-1,30
27630,-1,-1,0,-1,0,0,-2,30
27631,-1,-1,-1,-1,-1,-1,-1,30
27632,0,-1,0,-1,-1,0,-1,30
27633,-1,-1,0,-1,-1,-1,-1,30
27634,0,-1,0,-1,-1,-1,0,30
27635,0,0,-1,0,-1,-1,0,30
27636,1,-1,0,-1,0,0,-1,30
27637,-1,-2,0,0,-1,-1,-1,30
27638,0,-1,0,0,-1,-1,0,30
27639,0,0,1,-1,0,-1,0,30
27640,0,-1,1,0,0,0,0,30
27641,0,-1,0,-1,0,-1,0,30
27642,0,0,1,0,0,0,0,30
27643,0,1,1,1,0,0,0,30
27644,1,0,2,-1,1,1,-1,30
27645,0,0,1,0,1,0,-1,30
27646,1,0,0,0,0,0,0,30
27647,0,0,0,-1,-1,0,0,30
27648,0,-1,1,-1,0,0,1,30
27649,1,-1,0,1,1,0,0,30
27650,2,1,1,1,1,0,-1,30
27651,1,0,2,0,1,0,0,30
27652,2,0,3,1,1,1,0,30
27653,1,1,1,0,0,1,1,30
27654,0,1,1,0,1,0,0,30
27655,1,1,1,1,0,0,0,30
27656,0,1,2,0,1,0,0,30
27657,1,1,1,1,1,0,0,30
27658,2,0,1,0,1,0,0,30
27659,1,0,2,0,0,0,1,30
27660,1,1,2,-1,0,0,1,30
27661,1,0,1,0,1,1,1,30
27662,1,0,1,0,1,0,-1,30
27663,1,1,0,1,1,1,0,30
27664,1,0,0,0,1,0,-1,30
27665,0,0,1,0,1,-1,1,30
27666,1,0,1,0,1,-1,0,30
27667,1,0,0,0,0,0,0,30
27668,0,0,0,-1,0,0,0,30
27669,0,0,0,0,1,0,1,30
27670,1,0,0,0,0,0,0,30
27671,0,0,1,0,-1,0,0,30
27672,0,1,0,0,1,1,0,30
27673,1,0,0,0,0,0,1,30
27674,1,1,0,0,1,0,1,30
27675,1,1,1,0,1,1,0,30
27676,1,0,2,1,1,0,1,30
27677,1,0,1,1,1,1,1,30
27678,1,1,1,1,2,1,2,30
27679,2,1,2,1,1,0,1,30
27680,1,1,2,1,2,1,2,30
27681,3,2,2,0,2,1,3,30
27682,3,2,2,2,2,1,2,30
27683,3,1,3,2,2,2,2,30
27684,2,2,3,2,3,1,2,30
27685,3,2,1,2,1,2,3,30
27686,3,2,3,2,2,2,2,30
27687,2,3,2,1,3,1,2,30
27688,2,2,1,2,2,1,2,30
27689,3,1,1,2,2,1,1,30
27690,3,3,2,2,2,2,2,30
27691,2,1,1,2,2,1,2,30
27692,2,2,2,2,2,2,2,30
27693,4,3,1,2,1,2,2,30
27694,2,1,2,2,3,1,1,30
27695,2,3,2,2,2,1,2,30
27696,3,3,2,2,2,1,2,30
27697,2,3,2,3,2,1,1,30
27698,2,2,1,2,2,2,2,30
27699,2,1,2,1,1,1,2,30
27700,4,2,3,1,1,2,2,30
27701,3,2,1,1,1,2,2,30
27702,2,1,1,1,1,2,2,30
27703,3,1,2,2,1,1,1,30
27704,1,2,1,1,2,1,1,30
27705,1,1,1,1,2,1,1,30
27706,2,2,1,1,1,1,1,30
27707,3,1,1,1,1,1,1,30
27708,2,1,2,1,1,1,2,30
27709,2,2,1,0,1,1,1,30
27710,1,1,2,1,1,0,2,30
27711,2,1,1,2,1,0,1,30
27712,2,1,2,1,2,0,2,30
27713,2,1,2,2,1,1,0,30
27714,2,2,1,2,1,2,2,30
27715,2,1,2,1,1,1,2,30
27716,2,2,2,1,0,1,0,30
27717,1,0,1,1,1,0,2,30
27718,2,1,1,1,2,1,1,30
27719,2,1,1,2,1,1,1,30
27720,3,1,3,0,2,1,1,30
27721,3,2,3,2,1,1,1,30
27722,3,2,3,2,2,2,2,30
27723,3,2,3,2,2,1,2,30
27724,3,2,3,3,2,2,1,30
27725,3,4,4,3,3,3,2,30
27726,4,3,3,3,3,3,3,30
27727,4,3,3,3,4,2,2,30
27728,4,3,3,3,3,2,3,30
27729,4,4,2,4,3,3,3,30
27730,3,3,2,3,3,2,3,30
27731,4,4,2,3,3,3,2,30
27732,3,3,2,2,4,2,2,30
27733,3,2,3,3,2,2,3,30
27734,3,3,2,2,2,3,2,30
27735,4,3,2,3,3,2,2,30
27736,3,2,2,3,3,2,2,30
27737,3,2,2,3,2,2,2,30
27738,3,2,1,3,2,1,1,30
27739,2,3,1,2,1,1,2,30
27740,2,2,2,2,2,1,1,30
27741,2,2,1,2,1,1,1,30
27742,2,1,0,2,0,1,2,30
27743,2,1,2,2,1,0,2,30
27744,2,1,0,2,2,1,1,30
27745,1,2,1,3,1,0,1,30
27746,2,1,1,2,0,0,1,30
27747,2,1,1,2,1,0,2,30
27748,1,0,0,1,1,0,0,30
27749,1,2,-1,2,0,1,1,30
27750,1,1,0,1,0,-1,0,30
27751,0,1,0,1,1,0,0,30
27752,1,0,0,0,1,0,1,30
27753,1,0,-1,0,0,0,1,30
27754,1,1,0,2,0,0,2,30
27755,1,1,0,1,1,0,1,30
27756,1,0,1,1,0,0,1,30
27757,1,1,0,1,-1,0,1,30
27758,1,0,0,1,0,0,2,30
27759,1,0,0,0,-1,0,0,30
27760,1,0,0,1,0,-1,0,30
27761,1,0,-1,2,0,-1,0,30
27762,1,0,0,1,0,0,0,30
27763,1,0,0,1,0,0,1,30
27764,1,1,-1,1,0,0,1,30
27765,2,1,0,2,0,-1,1,30
